"","Id","y_prob"
"36324",36324,1
"36325",36325,1
"36326",36326,1
"36327",36327,0
"36328",36328,0
"36329",36329,0
"36330",36330,0
"36331",36331,1
"36332",36332,0
"36333",36333,0
"36334",36334,1
"36335",36335,1
"36336",36336,0
"36337",36337,1
"36338",36338,1
"36339",36339,0
"36340",36340,0
"36341",36341,1
"36342",36342,1
"36343",36343,1
"36344",36344,0
"36345",36345,1
"36346",36346,0
"36347",36347,0
"36348",36348,0
"36349",36349,1
"36350",36350,1
"36351",36351,0
"36352",36352,1
"36353",36353,0
"36354",36354,1
"36355",36355,0
"36356",36356,0
"36357",36357,0
"36358",36358,0
"36359",36359,0
"36360",36360,0
"36361",36361,1
"36362",36362,0
"36363",36363,0
"36364",36364,1
"36365",36365,1
"36366",36366,0
"36367",36367,0
"36368",36368,0
"36369",36369,0
"36370",36370,1
"36371",36371,1
"36372",36372,0
"36373",36373,1
"36374",36374,1
"36375",36375,1
"36376",36376,0
"36377",36377,0
"36378",36378,1
"36379",36379,0
"36380",36380,1
"36381",36381,0
"36382",36382,1
"36383",36383,1
"36384",36384,1
"36385",36385,1
"36386",36386,1
"36387",36387,0
"36388",36388,0
"36389",36389,0
"36390",36390,1
"36391",36391,0
"36392",36392,0
"36393",36393,1
"36394",36394,1
"36395",36395,0
"36396",36396,0
"36397",36397,1
"36398",36398,0
"36399",36399,1
"36400",36400,0
"36401",36401,0
"36402",36402,0
"36403",36403,1
"36404",36404,1
"36405",36405,1
"36406",36406,0
"36407",36407,0
"36408",36408,0
"36409",36409,1
"36410",36410,0
"36411",36411,0
"36412",36412,1
"36413",36413,0
"36414",36414,0
"36415",36415,0
"36416",36416,1
"36417",36417,1
"36418",36418,0
"36419",36419,1
"36420",36420,0
"36421",36421,0
"36422",36422,1
"36423",36423,0
"36424",36424,0
"36425",36425,1
"36426",36426,0
"36427",36427,0
"36428",36428,1
"36429",36429,1
"36430",36430,1
"36431",36431,1
"36432",36432,1
"36433",36433,1
"36434",36434,0
"36435",36435,1
"36436",36436,1
"36437",36437,1
"36438",36438,1
"36439",36439,0
"36440",36440,1
"36441",36441,1
"36442",36442,1
"36443",36443,1
"36444",36444,0
"36445",36445,0
"36446",36446,0
"36447",36447,0
"36448",36448,1
"36449",36449,0
"36450",36450,0
"36451",36451,1
"36452",36452,0
"36453",36453,0
"36454",36454,0
"36455",36455,1
"36456",36456,0
"36457",36457,1
"36458",36458,0
"36459",36459,0
"36460",36460,0
"36461",36461,0
"36462",36462,1
"36463",36463,1
"36464",36464,1
"36465",36465,1
"36466",36466,1
"36467",36467,1
"36468",36468,0
"36469",36469,0
"36470",36470,0
"36471",36471,0
"36472",36472,1
"36473",36473,1
"36474",36474,0
"36475",36475,1
"36476",36476,0
"36477",36477,0
"36478",36478,1
"36479",36479,1
"36480",36480,1
"36481",36481,0
"36482",36482,0
"36483",36483,1
"36484",36484,1
"36485",36485,1
"36486",36486,1
"36487",36487,0
"36488",36488,1
"36489",36489,1
"36490",36490,1
"36491",36491,1
"36492",36492,0
"36493",36493,0
"36494",36494,0
"36495",36495,1
"36496",36496,0
"36497",36497,0
"36498",36498,1
"36499",36499,1
"36500",36500,0
"36501",36501,0
"36502",36502,0
"36503",36503,0
"36504",36504,0
"36505",36505,0
"36506",36506,1
"36507",36507,0
"36508",36508,1
"36509",36509,0
"36510",36510,1
"36511",36511,0
"36512",36512,0
"36513",36513,0
"36514",36514,0
"36515",36515,0
"36516",36516,0
"36517",36517,1
"36518",36518,0
"36519",36519,1
"36520",36520,0
"36521",36521,1
"36522",36522,1
"36523",36523,0
"36524",36524,1
"36525",36525,1
"36526",36526,1
"36527",36527,1
"36528",36528,1
"36529",36529,1
"36530",36530,1
"36531",36531,0
"36532",36532,0
"36533",36533,1
"36534",36534,0
"36535",36535,0
"36536",36536,1
"36537",36537,1
"36538",36538,1
"36539",36539,0
"36540",36540,1
"36541",36541,1
"36542",36542,0
"36543",36543,1
"36544",36544,0
"36545",36545,1
"36546",36546,1
"36547",36547,1
"36548",36548,0
"36549",36549,0
"36550",36550,0
"36551",36551,0
"36552",36552,0
"36553",36553,0
"36554",36554,1
"36555",36555,1
"36556",36556,1
"36557",36557,1
"36558",36558,0
"36559",36559,0
"36560",36560,1
"36561",36561,1
"36562",36562,1
"36563",36563,1
"36564",36564,1
"36565",36565,0
"36566",36566,0
"36567",36567,1
"36568",36568,0
"36569",36569,0
"36570",36570,1
"36571",36571,1
"36572",36572,1
"36573",36573,1
"36574",36574,0
"36575",36575,1
"36576",36576,0
"36577",36577,0
"36578",36578,0
"36579",36579,0
"36580",36580,1
"36581",36581,1
"36582",36582,0
"36583",36583,0
"36584",36584,0
"36585",36585,1
"36586",36586,1
"36587",36587,0
"36588",36588,1
"36589",36589,1
"36590",36590,0
"36591",36591,1
"36592",36592,0
"36593",36593,0
"36594",36594,0
"36595",36595,0
"36596",36596,0
"36597",36597,1
"36598",36598,0
"36599",36599,1
"36600",36600,0
"36601",36601,0
"36602",36602,0
"36603",36603,1
"36604",36604,1
"36605",36605,0
"36606",36606,0
"36607",36607,0
"36608",36608,0
"36609",36609,0
"36610",36610,1
"36611",36611,1
"36612",36612,0
"36613",36613,0
"36614",36614,1
"36615",36615,0
"36616",36616,0
"36617",36617,1
"36618",36618,1
"36619",36619,1
"36620",36620,1
"36621",36621,1
"36622",36622,0
"36623",36623,0
"36624",36624,1
"36625",36625,0
"36626",36626,0
"36627",36627,1
"36628",36628,0
"36629",36629,0
"36630",36630,1
"36631",36631,1
"36632",36632,0
"36633",36633,0
"36634",36634,0
"36635",36635,0
"36636",36636,0
"36637",36637,0
"36638",36638,1
"36639",36639,0
"36640",36640,0
"36641",36641,0
"36642",36642,0
"36643",36643,0
"36644",36644,1
"36645",36645,0
"36646",36646,0
"36647",36647,1
"36648",36648,0
"36649",36649,0
"36650",36650,0
"36651",36651,1
"36652",36652,0
"36653",36653,1
"36654",36654,1
"36655",36655,0
"36656",36656,0
"36657",36657,0
"36658",36658,0
"36659",36659,0
"36660",36660,0
"36661",36661,0
"36662",36662,0
"36663",36663,0
"36664",36664,1
"36665",36665,1
"36666",36666,0
"36667",36667,0
"36668",36668,1
"36669",36669,1
"36670",36670,0
"36671",36671,0
"36672",36672,0
"36673",36673,0
"36674",36674,0
"36675",36675,0
"36676",36676,1
"36677",36677,0
"36678",36678,1
"36679",36679,1
"36680",36680,0
"36681",36681,0
"36682",36682,1
"36683",36683,0
"36684",36684,1
"36685",36685,0
"36686",36686,0
"36687",36687,0
"36688",36688,0
"36689",36689,0
"36690",36690,0
"36691",36691,0
"36692",36692,0
"36693",36693,0
"36694",36694,1
"36695",36695,0
"36696",36696,0
"36697",36697,0
"36698",36698,0
"36699",36699,1
"36700",36700,1
"36701",36701,1
"36702",36702,1
"36703",36703,1
"36704",36704,1
"36705",36705,1
"36706",36706,1
"36707",36707,0
"36708",36708,0
"36709",36709,1
"36710",36710,1
"36711",36711,0
"36712",36712,0
"36713",36713,0
"36714",36714,0
"36715",36715,0
"36716",36716,0
"36717",36717,0
"36718",36718,0
"36719",36719,0
"36720",36720,0
"36721",36721,1
"36722",36722,0
"36723",36723,0
"36724",36724,0
"36725",36725,0
"36726",36726,0
"36727",36727,1
"36728",36728,0
"36729",36729,1
"36730",36730,1
"36731",36731,0
"36732",36732,0
"36733",36733,1
"36734",36734,0
"36735",36735,1
"36736",36736,0
"36737",36737,0
"36738",36738,0
"36739",36739,0
"36740",36740,1
"36741",36741,1
"36742",36742,0
"36743",36743,0
"36744",36744,0
"36745",36745,0
"36746",36746,0
"36747",36747,0
"36748",36748,1
"36749",36749,1
"36750",36750,0
"36751",36751,0
"36752",36752,1
"36753",36753,1
"36754",36754,0
"36755",36755,1
"36756",36756,0
"36757",36757,0
"36758",36758,1
"36759",36759,1
"36760",36760,0
"36761",36761,0
"36762",36762,1
"36763",36763,0
"36764",36764,0
"36765",36765,0
"36766",36766,1
"36767",36767,0
"36768",36768,0
"36769",36769,0
"36770",36770,0
"36771",36771,0
"36772",36772,1
"36773",36773,1
"36774",36774,0
"36775",36775,1
"36776",36776,0
"36777",36777,0
"36778",36778,0
"36779",36779,0
"36780",36780,0
"36781",36781,1
"36782",36782,1
"36783",36783,1
"36784",36784,0
"36785",36785,1
"36786",36786,1
"36787",36787,0
"36788",36788,0
"36789",36789,1
"36790",36790,1
"36791",36791,0
"36792",36792,0
"36793",36793,0
"36794",36794,0
"36795",36795,1
"36796",36796,1
"36797",36797,0
"36798",36798,1
"36799",36799,0
"36800",36800,0
"36801",36801,0
"36802",36802,1
"36803",36803,0
"36804",36804,0
"36805",36805,0
"36806",36806,0
"36807",36807,0
"36808",36808,1
"36809",36809,0
"36810",36810,1
"36811",36811,1
"36812",36812,0
"36813",36813,0
"36814",36814,1
"36815",36815,0
"36816",36816,1
"36817",36817,0
"36818",36818,1
"36819",36819,1
"36820",36820,1
"36821",36821,0
"36822",36822,1
"36823",36823,1
"36824",36824,0
"36825",36825,1
"36826",36826,1
"36827",36827,1
"36828",36828,0
"36829",36829,1
"36830",36830,1
"36831",36831,0
"36832",36832,0
"36833",36833,1
"36834",36834,0
"36835",36835,0
"36836",36836,0
"36837",36837,0
"36838",36838,1
"36839",36839,1
"36840",36840,0
"36841",36841,0
"36842",36842,0
"36843",36843,1
"36844",36844,0
"36845",36845,0
"36846",36846,1
"36847",36847,0
"36848",36848,1
"36849",36849,0
"36850",36850,1
"36851",36851,1
"36852",36852,0
"36853",36853,0
"36854",36854,1
"36855",36855,0
"36856",36856,0
"36857",36857,0
"36858",36858,0
"36859",36859,1
"36860",36860,0
"36861",36861,0
"36862",36862,0
"36863",36863,0
"36864",36864,1
"36865",36865,0
"36866",36866,0
"36867",36867,1
"36868",36868,0
"36869",36869,0
"36870",36870,0
"36871",36871,1
"36872",36872,1
"36873",36873,1
"36874",36874,0
"36875",36875,0
"36876",36876,0
"36877",36877,0
"36878",36878,1
"36879",36879,0
"36880",36880,0
"36881",36881,0
"36882",36882,0
"36883",36883,1
"36884",36884,0
"36885",36885,0
"36886",36886,1
"36887",36887,1
"36888",36888,0
"36889",36889,1
"36890",36890,1
"36891",36891,0
"36892",36892,1
"36893",36893,1
"36894",36894,0
"36895",36895,1
"36896",36896,0
"36897",36897,0
"36898",36898,1
"36899",36899,0
"36900",36900,1
"36901",36901,1
"36902",36902,1
"36903",36903,1
"36904",36904,0
"36905",36905,0
"36906",36906,0
"36907",36907,0
"36908",36908,1
"36909",36909,0
"36910",36910,0
"36911",36911,1
"36912",36912,1
"36913",36913,0
"36914",36914,0
"36915",36915,1
"36916",36916,1
"36917",36917,0
"36918",36918,0
"36919",36919,0
"36920",36920,0
"36921",36921,1
"36922",36922,0
"36923",36923,0
"36924",36924,1
"36925",36925,0
"36926",36926,1
"36927",36927,0
"36928",36928,1
"36929",36929,0
"36930",36930,0
"36931",36931,0
"36932",36932,0
"36933",36933,0
"36934",36934,0
"36935",36935,0
"36936",36936,0
"36937",36937,1
"36938",36938,0
"36939",36939,1
"36940",36940,1
"36941",36941,0
"36942",36942,0
"36943",36943,0
"36944",36944,1
"36945",36945,1
"36946",36946,0
"36947",36947,0
"36948",36948,0
"36949",36949,1
"36950",36950,1
"36951",36951,1
"36952",36952,1
"36953",36953,0
"36954",36954,0
"36955",36955,0
"36956",36956,1
"36957",36957,1
"36958",36958,1
"36959",36959,1
"36960",36960,1
"36961",36961,0
"36962",36962,0
"36963",36963,1
"36964",36964,1
"36965",36965,0
"36966",36966,1
"36967",36967,1
"36968",36968,1
"36969",36969,1
"36970",36970,1
"36971",36971,1
"36972",36972,0
"36973",36973,1
"36974",36974,0
"36975",36975,0
"36976",36976,1
"36977",36977,1
"36978",36978,1
"36979",36979,0
"36980",36980,1
"36981",36981,0
"36982",36982,1
"36983",36983,0
"36984",36984,1
"36985",36985,1
"36986",36986,0
"36987",36987,0
"36988",36988,0
"36989",36989,0
"36990",36990,0
"36991",36991,0
"36992",36992,0
"36993",36993,1
"36994",36994,0
"36995",36995,0
"36996",36996,0
"36997",36997,0
"36998",36998,0
"36999",36999,1
"37000",37000,0
"37001",37001,1
"37002",37002,1
"37003",37003,0
"37004",37004,1
"37005",37005,1
"37006",37006,1
"37007",37007,1
"37008",37008,1
"37009",37009,1
"37010",37010,1
"37011",37011,0
"37012",37012,0
"37013",37013,0
"37014",37014,1
"37015",37015,0
"37016",37016,0
"37017",37017,1
"37018",37018,0
"37019",37019,1
"37020",37020,1
"37021",37021,1
"37022",37022,0
"37023",37023,0
"37024",37024,0
"37025",37025,0
"37026",37026,0
"37027",37027,1
"37028",37028,1
"37029",37029,0
"37030",37030,1
"37031",37031,1
"37032",37032,0
"37033",37033,1
"37034",37034,0
"37035",37035,0
"37036",37036,1
"37037",37037,1
"37038",37038,0
"37039",37039,1
"37040",37040,0
"37041",37041,1
"37042",37042,1
"37043",37043,0
"37044",37044,0
"37045",37045,1
"37046",37046,1
"37047",37047,0
"37048",37048,1
"37049",37049,0
"37050",37050,1
"37051",37051,0
"37052",37052,0
"37053",37053,0
"37054",37054,1
"37055",37055,1
"37056",37056,0
"37057",37057,0
"37058",37058,0
"37059",37059,0
"37060",37060,1
"37061",37061,0
"37062",37062,0
"37063",37063,1
"37064",37064,0
"37065",37065,0
"37066",37066,0
"37067",37067,0
"37068",37068,1
"37069",37069,0
"37070",37070,1
"37071",37071,0
"37072",37072,1
"37073",37073,1
"37074",37074,1
"37075",37075,0
"37076",37076,0
"37077",37077,0
"37078",37078,1
"37079",37079,1
"37080",37080,0
"37081",37081,0
"37082",37082,1
"37083",37083,1
"37084",37084,1
"37085",37085,1
"37086",37086,1
"37087",37087,0
"37088",37088,1
"37089",37089,1
"37090",37090,1
"37091",37091,1
"37092",37092,0
"37093",37093,0
"37094",37094,1
"37095",37095,1
"37096",37096,0
"37097",37097,1
"37098",37098,1
"37099",37099,1
"37100",37100,1
"37101",37101,1
"37102",37102,1
"37103",37103,0
"37104",37104,1
"37105",37105,0
"37106",37106,0
"37107",37107,0
"37108",37108,1
"37109",37109,1
"37110",37110,0
"37111",37111,1
"37112",37112,0
"37113",37113,1
"37114",37114,0
"37115",37115,0
"37116",37116,0
"37117",37117,0
"37118",37118,1
"37119",37119,1
"37120",37120,0
"37121",37121,0
"37122",37122,1
"37123",37123,0
"37124",37124,0
"37125",37125,1
"37126",37126,1
"37127",37127,0
"37128",37128,1
"37129",37129,1
"37130",37130,0
"37131",37131,0
"37132",37132,1
"37133",37133,1
"37134",37134,1
"37135",37135,0
"37136",37136,0
"37137",37137,1
"37138",37138,1
"37139",37139,0
"37140",37140,1
"37141",37141,1
"37142",37142,0
"37143",37143,1
"37144",37144,1
"37145",37145,0
"37146",37146,0
"37147",37147,0
"37148",37148,0
"37149",37149,1
"37150",37150,1
"37151",37151,0
"37152",37152,1
"37153",37153,0
"37154",37154,0
"37155",37155,1
"37156",37156,0
"37157",37157,0
"37158",37158,0
"37159",37159,1
"37160",37160,1
"37161",37161,1
"37162",37162,0
"37163",37163,1
"37164",37164,1
"37165",37165,0
"37166",37166,0
"37167",37167,0
"37168",37168,0
"37169",37169,0
"37170",37170,1
"37171",37171,0
"37172",37172,0
"37173",37173,0
"37174",37174,0
"37175",37175,1
"37176",37176,0
"37177",37177,0
"37178",37178,0
"37179",37179,0
"37180",37180,0
"37181",37181,1
"37182",37182,1
"37183",37183,0
"37184",37184,0
"37185",37185,1
"37186",37186,1
"37187",37187,0
"37188",37188,0
"37189",37189,1
"37190",37190,0
"37191",37191,0
"37192",37192,1
"37193",37193,0
"37194",37194,0
"37195",37195,0
"37196",37196,0
"37197",37197,1
"37198",37198,1
"37199",37199,1
"37200",37200,1
"37201",37201,0
"37202",37202,0
"37203",37203,1
"37204",37204,1
"37205",37205,0
"37206",37206,0
"37207",37207,1
"37208",37208,0
"37209",37209,1
"37210",37210,1
"37211",37211,0
"37212",37212,1
"37213",37213,0
"37214",37214,1
"37215",37215,1
"37216",37216,0
"37217",37217,1
"37218",37218,0
"37219",37219,1
"37220",37220,0
"37221",37221,0
"37222",37222,0
"37223",37223,1
"37224",37224,0
"37225",37225,0
"37226",37226,1
"37227",37227,1
"37228",37228,0
"37229",37229,0
"37230",37230,0
"37231",37231,0
"37232",37232,1
"37233",37233,1
"37234",37234,0
"37235",37235,1
"37236",37236,1
"37237",37237,0
"37238",37238,1
"37239",37239,1
"37240",37240,1
"37241",37241,0
"37242",37242,0
"37243",37243,0
"37244",37244,1
"37245",37245,1
"37246",37246,0
"37247",37247,0
"37248",37248,1
"37249",37249,1
"37250",37250,1
"37251",37251,0
"37252",37252,1
"37253",37253,0
"37254",37254,0
"37255",37255,0
"37256",37256,0
"37257",37257,1
"37258",37258,1
"37259",37259,0
"37260",37260,0
"37261",37261,0
"37262",37262,0
"37263",37263,0
"37264",37264,0
"37265",37265,0
"37266",37266,0
"37267",37267,1
"37268",37268,0
"37269",37269,1
"37270",37270,0
"37271",37271,0
"37272",37272,0
"37273",37273,0
"37274",37274,1
"37275",37275,0
"37276",37276,1
"37277",37277,1
"37278",37278,0
"37279",37279,1
"37280",37280,0
"37281",37281,1
"37282",37282,0
"37283",37283,1
"37284",37284,0
"37285",37285,1
"37286",37286,0
"37287",37287,1
"37288",37288,0
"37289",37289,0
"37290",37290,1
"37291",37291,1
"37292",37292,1
"37293",37293,1
"37294",37294,0
"37295",37295,0
"37296",37296,1
"37297",37297,1
"37298",37298,1
"37299",37299,1
"37300",37300,0
"37301",37301,0
"37302",37302,0
"37303",37303,0
"37304",37304,1
"37305",37305,0
"37306",37306,0
"37307",37307,0
"37308",37308,1
"37309",37309,0
"37310",37310,1
"37311",37311,1
"37312",37312,0
"37313",37313,1
"37314",37314,1
"37315",37315,0
"37316",37316,1
"37317",37317,1
"37318",37318,1
"37319",37319,1
"37320",37320,1
"37321",37321,1
"37322",37322,0
"37323",37323,1
"37324",37324,1
"37325",37325,0
"37326",37326,1
"37327",37327,1
"37328",37328,0
"37329",37329,1
"37330",37330,0
"37331",37331,1
"37332",37332,1
"37333",37333,1
"37334",37334,1
"37335",37335,0
"37336",37336,0
"37337",37337,0
"37338",37338,0
"37339",37339,0
"37340",37340,1
"37341",37341,0
"37342",37342,1
"37343",37343,0
"37344",37344,1
"37345",37345,1
"37346",37346,0
"37347",37347,1
"37348",37348,1
"37349",37349,1
"37350",37350,0
"37351",37351,0
"37352",37352,0
"37353",37353,0
"37354",37354,0
"37355",37355,1
"37356",37356,0
"37357",37357,0
"37358",37358,1
"37359",37359,0
"37360",37360,0
"37361",37361,0
"37362",37362,1
"37363",37363,0
"37364",37364,1
"37365",37365,0
"37366",37366,0
"37367",37367,0
"37368",37368,0
"37369",37369,1
"37370",37370,0
"37371",37371,0
"37372",37372,1
"37373",37373,1
"37374",37374,1
"37375",37375,0
"37376",37376,1
"37377",37377,0
"37378",37378,1
"37379",37379,1
"37380",37380,0
"37381",37381,1
"37382",37382,0
"37383",37383,1
"37384",37384,1
"37385",37385,0
"37386",37386,0
"37387",37387,0
"37388",37388,0
"37389",37389,0
"37390",37390,0
"37391",37391,1
"37392",37392,0
"37393",37393,0
"37394",37394,0
"37395",37395,1
"37396",37396,1
"37397",37397,0
"37398",37398,1
"37399",37399,0
"37400",37400,0
"37401",37401,0
"37402",37402,0
"37403",37403,0
"37404",37404,0
"37405",37405,1
"37406",37406,1
"37407",37407,0
"37408",37408,0
"37409",37409,0
"37410",37410,0
"37411",37411,0
"37412",37412,0
"37413",37413,0
"37414",37414,0
"37415",37415,0
"37416",37416,0
"37417",37417,1
"37418",37418,1
"37419",37419,1
"37420",37420,0
"37421",37421,1
"37422",37422,0
"37423",37423,0
"37424",37424,1
"37425",37425,0
"37426",37426,1
"37427",37427,0
"37428",37428,1
"37429",37429,0
"37430",37430,0
"37431",37431,0
"37432",37432,0
"37433",37433,0
"37434",37434,0
"37435",37435,1
"37436",37436,1
"37437",37437,0
"37438",37438,0
"37439",37439,1
"37440",37440,1
"37441",37441,0
"37442",37442,1
"37443",37443,1
"37444",37444,0
"37445",37445,0
"37446",37446,1
"37447",37447,1
"37448",37448,0
"37449",37449,1
"37450",37450,1
"37451",37451,0
"37452",37452,1
"37453",37453,0
"37454",37454,1
"37455",37455,1
"37456",37456,0
"37457",37457,0
"37458",37458,1
"37459",37459,1
"37460",37460,0
"37461",37461,1
"37462",37462,1
"37463",37463,0
"37464",37464,1
"37465",37465,0
"37466",37466,1
"37467",37467,0
"37468",37468,1
"37469",37469,1
"37470",37470,1
"37471",37471,1
"37472",37472,1
"37473",37473,1
"37474",37474,1
"37475",37475,1
"37476",37476,0
"37477",37477,1
"37478",37478,0
"37479",37479,1
"37480",37480,0
"37481",37481,1
"37482",37482,0
"37483",37483,1
"37484",37484,1
"37485",37485,1
"37486",37486,1
"37487",37487,0
"37488",37488,0
"37489",37489,0
"37490",37490,0
"37491",37491,1
"37492",37492,0
"37493",37493,0
"37494",37494,0
"37495",37495,1
"37496",37496,1
"37497",37497,0
"37498",37498,0
"37499",37499,0
"37500",37500,1
"37501",37501,1
"37502",37502,1
"37503",37503,1
"37504",37504,1
"37505",37505,0
"37506",37506,1
"37507",37507,0
"37508",37508,1
"37509",37509,1
"37510",37510,0
"37511",37511,1
"37512",37512,0
"37513",37513,0
"37514",37514,1
"37515",37515,0
"37516",37516,1
"37517",37517,0
"37518",37518,0
"37519",37519,1
"37520",37520,1
"37521",37521,1
"37522",37522,0
"37523",37523,0
"37524",37524,1
"37525",37525,1
"37526",37526,0
"37527",37527,0
"37528",37528,0
"37529",37529,0
"37530",37530,1
"37531",37531,0
"37532",37532,0
"37533",37533,0
"37534",37534,1
"37535",37535,1
"37536",37536,0
"37537",37537,0
"37538",37538,1
"37539",37539,1
"37540",37540,0
"37541",37541,0
"37542",37542,1
"37543",37543,0
"37544",37544,0
"37545",37545,1
"37546",37546,1
"37547",37547,1
"37548",37548,1
"37549",37549,0
"37550",37550,1
"37551",37551,1
"37552",37552,0
"37553",37553,0
"37554",37554,0
"37555",37555,1
"37556",37556,1
"37557",37557,0
"37558",37558,0
"37559",37559,0
"37560",37560,1
"37561",37561,1
"37562",37562,1
"37563",37563,1
"37564",37564,0
"37565",37565,0
"37566",37566,1
"37567",37567,0
"37568",37568,1
"37569",37569,0
"37570",37570,1
"37571",37571,0
"37572",37572,0
"37573",37573,1
"37574",37574,0
"37575",37575,1
"37576",37576,0
"37577",37577,1
"37578",37578,0
"37579",37579,1
"37580",37580,1
"37581",37581,1
"37582",37582,0
"37583",37583,1
"37584",37584,0
"37585",37585,0
"37586",37586,0
"37587",37587,0
"37588",37588,0
"37589",37589,0
"37590",37590,0
"37591",37591,0
"37592",37592,1
"37593",37593,1
"37594",37594,0
"37595",37595,0
"37596",37596,1
"37597",37597,1
"37598",37598,1
"37599",37599,1
"37600",37600,1
"37601",37601,0
"37602",37602,1
"37603",37603,1
"37604",37604,0
"37605",37605,0
"37606",37606,0
"37607",37607,0
"37608",37608,0
"37609",37609,0
"37610",37610,0
"37611",37611,0
"37612",37612,0
"37613",37613,0
"37614",37614,0
"37615",37615,1
"37616",37616,1
"37617",37617,1
"37618",37618,0
"37619",37619,0
"37620",37620,1
"37621",37621,1
"37622",37622,0
"37623",37623,0
"37624",37624,0
"37625",37625,0
"37626",37626,1
"37627",37627,0
"37628",37628,0
"37629",37629,1
"37630",37630,0
"37631",37631,1
"37632",37632,1
"37633",37633,1
"37634",37634,1
"37635",37635,1
"37636",37636,0
"37637",37637,0
"37638",37638,0
"37639",37639,1
"37640",37640,1
"37641",37641,1
"37642",37642,0
"37643",37643,0
"37644",37644,0
"37645",37645,0
"37646",37646,0
"37647",37647,0
"37648",37648,0
"37649",37649,1
"37650",37650,1
"37651",37651,0
"37652",37652,1
"37653",37653,1
"37654",37654,0
"37655",37655,0
"37656",37656,0
"37657",37657,0
"37658",37658,1
"37659",37659,0
"37660",37660,0
"37661",37661,0
"37662",37662,0
"37663",37663,0
"37664",37664,1
"37665",37665,0
"37666",37666,0
"37667",37667,0
"37668",37668,0
"37669",37669,0
"37670",37670,1
"37671",37671,0
"37672",37672,0
"37673",37673,0
"37674",37674,0
"37675",37675,1
"37676",37676,0
"37677",37677,1
"37678",37678,0
"37679",37679,0
"37680",37680,1
"37681",37681,1
"37682",37682,1
"37683",37683,1
"37684",37684,0
"37685",37685,1
"37686",37686,0
"37687",37687,0
"37688",37688,1
"37689",37689,0
"37690",37690,0
"37691",37691,1
"37692",37692,1
"37693",37693,1
"37694",37694,1
"37695",37695,0
"37696",37696,0
"37697",37697,0
"37698",37698,0
"37699",37699,1
"37700",37700,1
"37701",37701,0
"37702",37702,0
"37703",37703,1
"37704",37704,1
"37705",37705,0
"37706",37706,1
"37707",37707,0
"37708",37708,1
"37709",37709,1
"37710",37710,1
"37711",37711,0
"37712",37712,0
"37713",37713,0
"37714",37714,0
"37715",37715,0
"37716",37716,0
"37717",37717,0
"37718",37718,0
"37719",37719,1
"37720",37720,1
"37721",37721,1
"37722",37722,0
"37723",37723,1
"37724",37724,0
"37725",37725,0
"37726",37726,1
"37727",37727,1
"37728",37728,0
"37729",37729,0
"37730",37730,0
"37731",37731,0
"37732",37732,0
"37733",37733,0
"37734",37734,0
"37735",37735,0
"37736",37736,0
"37737",37737,1
"37738",37738,1
"37739",37739,0
"37740",37740,0
"37741",37741,1
"37742",37742,0
"37743",37743,0
"37744",37744,1
"37745",37745,1
"37746",37746,0
"37747",37747,1
"37748",37748,0
"37749",37749,0
"37750",37750,0
"37751",37751,0
"37752",37752,0
"37753",37753,0
"37754",37754,0
"37755",37755,0
"37756",37756,1
"37757",37757,1
"37758",37758,0
"37759",37759,1
"37760",37760,1
"37761",37761,0
"37762",37762,0
"37763",37763,1
"37764",37764,1
"37765",37765,0
"37766",37766,0
"37767",37767,0
"37768",37768,0
"37769",37769,0
"37770",37770,0
"37771",37771,1
"37772",37772,1
"37773",37773,1
"37774",37774,0
"37775",37775,1
"37776",37776,0
"37777",37777,1
"37778",37778,0
"37779",37779,0
"37780",37780,0
"37781",37781,0
"37782",37782,0
"37783",37783,0
"37784",37784,0
"37785",37785,1
"37786",37786,1
"37787",37787,1
"37788",37788,1
"37789",37789,0
"37790",37790,0
"37791",37791,0
"37792",37792,0
"37793",37793,1
"37794",37794,0
"37795",37795,1
"37796",37796,0
"37797",37797,1
"37798",37798,1
"37799",37799,0
"37800",37800,1
"37801",37801,0
"37802",37802,1
"37803",37803,0
"37804",37804,1
"37805",37805,0
"37806",37806,1
"37807",37807,1
"37808",37808,1
"37809",37809,1
"37810",37810,1
"37811",37811,1
"37812",37812,0
"37813",37813,0
"37814",37814,1
"37815",37815,1
"37816",37816,1
"37817",37817,1
"37818",37818,0
"37819",37819,1
"37820",37820,0
"37821",37821,0
"37822",37822,0
"37823",37823,1
"37824",37824,0
"37825",37825,0
"37826",37826,0
"37827",37827,1
"37828",37828,0
"37829",37829,0
"37830",37830,0
"37831",37831,1
"37832",37832,1
"37833",37833,0
"37834",37834,0
"37835",37835,0
"37836",37836,0
"37837",37837,0
"37838",37838,1
"37839",37839,0
"37840",37840,0
"37841",37841,0
"37842",37842,0
"37843",37843,1
"37844",37844,0
"37845",37845,0
"37846",37846,1
"37847",37847,0
"37848",37848,1
"37849",37849,1
"37850",37850,0
"37851",37851,0
"37852",37852,0
"37853",37853,0
"37854",37854,0
"37855",37855,0
"37856",37856,1
"37857",37857,0
"37858",37858,1
"37859",37859,0
"37860",37860,1
"37861",37861,0
"37862",37862,0
"37863",37863,0
"37864",37864,1
"37865",37865,1
"37866",37866,0
"37867",37867,0
"37868",37868,1
"37869",37869,1
"37870",37870,1
"37871",37871,0
"37872",37872,1
"37873",37873,1
"37874",37874,0
"37875",37875,1
"37876",37876,0
"37877",37877,0
